CASNumber	CASStandard	ChemicalNumber	Category	SortCAS	SortName	FullChemicalName	Chemical	Added	ToxicitySource	RfCInhale	RfCUF	RfCMF	RfCConf	RfCSource	RfCListingDate	RFDOral	RfDUF	RfDMF	RfDConf	RfDListingDate	RfDSource	UnitRiskInhale	QSTAROral	WOE	UnitRiskListingDate	UnitRiskSource	QStarListingDate	QStarSource	WOEListingDate	WOESource	ITW	OTW	ToxicityClassOral	ToxicityClassInhale	ToxicityCategory	AirDecay	Koc	H2ODecay	LOGKow	Kd	WaterSolubility	POTWPartitionRemoval	POTWPartitionSludge	POTWPartitionVolat	POTWPartitionBiod	IncineratorDRE	BCF	Henrys	MCL	MolecularWeight	T33_50Flag	HAPFlag	CAAFlag	PriorityPollutantFlag	SDWAFlag	CERCLAFlag	OSHACarcinogens	ExpansionFlag	CoreChemicalFlag	MiniCoreChemicalFlag	Core98ChemicalFlag	HPVFlag	HPVChallenge	PBTFlag	Metal	UserTag1	UserTag2	UserTag3	UserTag4	UserTag5	HasTox	MaxTW
"98884"	"98-88-4"	55	"<Not Assigned>"	98884	"Benzoyl chloride"	"Benzoyl chloride"	"Benzoyl chloride"	1987																												0.0048		150.0	1.44		4941	100.0	0.01	0.01	99.98	99.0		0.000123		140.57	0	0	0	0	0	1	0	0	1	1	1	1	"0"	0	"CNM"						0	
"100447"	"100-44-7"	56	"<Not Assigned>"	100447	"Benzyl chloride"	"Benzyl chloride"	"Benzyl chloride"	1987	"IRIS 4/1997, CalEPA 5/2001"													0.049	0.17	"B2"	"4/1999"	"CalEPA"	"8/1/1994"	"IRIS"	"8/1/1994"	"IRIS"	350	340	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.00783	139	0.0461	2.3		525	78.03	1.38	6.43	92.17	99.0	33	0.00041200000000000004		126.59	0	1	0	0	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	350
"7440417"	"7440-41-7"	57	"<Not Assigned>"	7440417	"Beryllium"	"Beryllium"	"Beryllium"	1987	"IRIS 6/2000"	0.02	10	1	"M"	"IRIS"	"4/3/1998"	0.0020	300	1	"M"	"4/3/1998"	"IRIS"	2.4		"B1"	"4/3/1998"	"IRIS"			"4/3/1998"	"IRIS"	17000	250	"Non-carcinogen"	"Carcinogen"	"Mixed"		14		-0.57	170	148900	37.44	100.0	0.0	0.0	97.3	19	0.0154	0.0040	9.01	0	1	0	1	1	1	1	0	1	1	1	0		0	"CM"						1	17000
"N050"	"N050"	58	"<Not Assigned>"	50	"Beryllium compounds"	"Beryllium compounds"	"Beryllium compounds"	1987	"IRIS 6/2000"	0.02	10	1	"M"	"IRIS"	"4/3/1998"	0.0020	300	1	"M"	"4/3/1998"	"IRIS"	2.4		"B1"	"4/3/1998"	"IRIS"			"4/3/1998"	"IRIS"	17000	250	"Non-carcinogen"	"Carcinogen"	"Mixed"		14		-0.57	170	148900	37.44	100.0	0.0	0.0	97.3	19	0.0154	0.0040	9.01	0	1	0	0	0	1	1	0	1	1	1	0		0	"CM"						1	17000
"82657043"	"82657-04-3"	59	"<Not Assigned>"	82657043	"Bifenthrin"	"Bifenthrin"	"Bifenthrin"	1995	"OPP 11/2003"							0.0040	300			"2/2003"	"OPP"			"C"					"4/29/1992"	"OPP"	130	130	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.08	15000	1.45E-5	6.0		0.1	99.93	38.26	0.0	61.74	99.0	21000	0.000001		422.88	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	130
"92524"	"92-52-4"	60	"<Not Assigned>"	92524	"Biphenyl"	"Biphenyl"	"Biphenyl"	1987	"IRIS 4/1997"							0.05	100	10	"M"	"8/1/1989"	"IRIS"			"D"					"3/1/1991"	"IRIS"	10	10	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0194	12000		3.98		6.94	98.86	10.67	0.62	88.71	99.0	377	0.000308		154.21	0	1	0	0	0	1	0	0	1	1	1	1	"0"	0	"CNM"						1	10
"108601"	"108-60-1"	61	"<Not Assigned>"	108601	"Bis(2-chloro-1-methethyl)ether"	"Bis(2-chloro-1-methethyl)ether"	"Bis(2-chloro-1-methethyl)ether"	1987																												0.00703	52		2.48		1700	50.47	3.86	6.2	89.93	99.0	45	0.0000742		171.07	0	0	0	0	0	1	0	0	1	1	1	0		0	"CNM"						0	
"111911"	"111-91-1"	62	"<Not Assigned>"	111911	"Bis(2-chloroethoxy)methane"	"Bis(2-chloroethoxy)methane"	"Bis(2-chloroethoxy)methane"	1994																												0.0203	32		1.3		7800	22.57	6.69	2.26	91.05	99.0	5.7	0.00000017		173.04	0	0	0	1	0	1	0	0	0	1	1	1	"0"	0	"NM"						0	
"111444"	"111-44-4"	63	"<Not Assigned>"	111444	"Bis(2-chloroethyl)ether"	"Bis(2-chloroethyl)ether"	"Bis(2-chloroethyl)ether"	1987	"IRIS 4/1997"													0.33	1.1	"B2"	"2/1/1994"	"IRIS"	"2/1/1994"	"IRIS"	"2/1/1994"	"IRIS"	2400	2200	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.00852	79	2.6E-5	1.29		17200	22.77	6.59	3.38	90.03	99.0	11	0.000017		143.01	0	1	0	1	0	1	0	0	1	1	1	1	"0"	0	"CNM"						1	2400
"542881"	"542-88-1"	64	"<Not Assigned>"	542881	"Bis(chloromethyl) ether"	"Bis(chloromethyl) ether"	"Bis(chloromethyl)ether"	1987	"IRIS 4/1997"													62.0	220.0	"A"	"1/1/1991"	"IRIS"	"1/1/1991"	"IRIS"	"1/1/1991"	"IRIS"	440000	440000	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.00192		4.2	0.57		22000	100.0	0.0	0.0	100.0	99.0		0.00436		114.96	0	1	1	0	0	1	1	0	1	1	1	0		0	"CNM"						1	440000
"56359"	"56-35-9"	65	"<Not Assigned>"	56359	"Bis(tributyltin) oxide"	"Bis(tributyltin) oxide"	"Bis(tributyltin) oxide"	1995	"IRIS 2/1998"							3.0E-4	100	1	"H"	"9/1/1997"	"IRIS"										1700	1700	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.231	300		4.05		100	91.16	98.74	0.43	0.83		700	94.5		596.08	0	0	0	0	0	0	0	1	0	1	1	1	"0"	0	"M"						1	1700
"10294345"	"10294-34-5"	66	"<Not Assigned>"	10294345	"Boron trichloride"	"Boron trichloride"	"Boron trichloride"	1995																													35		1.16		10510	1.9	95.26	0.0	4.74		1.6	0.0183		117.17	0	0	1	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"7637072"	"7637-07-2"	67	"<Not Assigned>"	7637072	"Boron trifluoride"	"Boron trifluoride"	"Boron trifluoride"	1995	"HEAST 7/1997"	7.0E-4	3000			"HEAST"	"7/1997"																2600	2600	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"		35		0.22		3320000	1.85	94.59	0.0	4.86		3.2			67.81	0	0	1	0	0	0	0	1	0	1	1	0		0	"NM"						1	2600
"314409"	"314-40-9"	68	"<Not Assigned>"	314409	"Bromacil"	"Bromacil"	"Bromacil"	1995	"OPP 2/1997, OPP 8/2000"							0.1	100			"6/16/1994"	"OPP"			"C"					"1/13/1993"	"OPP"	5	5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0525	69		2.11		815	46.87	3.14	0.0	96.84	99.0	24	0.000000000105		261.12	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	5
"53404196"	"53404-19-6"	69	"<Not Assigned>"	53404196	"Bromacil lithium salt"	"5-Bromo-6-methyl-3-(1-methylpropyl)-2,4(1H,3H)-pyrimidinedione, lithium salt"	"Bromacil lithium salt"	1995	"OPP 2/1997, OPP 8/2000"							0.1	100			"6/16/1994"	"OPP"			"C"					"1/13/1993"	"OPP"	5	5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"		120		1.87		700	46.26	2.83	0.0	97.17	99.0	16	0.000000000000000151			0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	5
"7726956"	"7726-95-6"	70	"<Not Assigned>"	7726956	"Bromine"	"Bromine"	"Bromine"	1995	"CalEPA 7/2001"	0.0017				"CalEPA"	"1/1992"																1100	1100	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"		14		1.03		35000	1.89	95.24	0.0	4.76		1.2	0.0245		159.82	0	0	1	0	0	0	0	1	0	1	1	0		0	"NM"						1	1100
"35691657"	"35691-65-7"	71	"<Not Assigned>"	35691657	"Bromo-1-(bromomethyl)-1,3"	"1-Bromo-1-(bromomethyl)-1,3-propanedicarbonitrile"	"1-Bromo-1-(bromomethyl)-1,3-propanedicarbonitrile"	1995																												0.0016	184		1.63		424	45.91	2.64	0.0	97.34	99.0	10	0.000000000394		265.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"353593"	"353-59-3"	73	"<Not Assigned>"	353593	"Bromochlorodifluoromethane"	"Bromochlorodifluoromethane"	"Bromochlorodifluoromethane"	1991																													198		1.9		276.5	97.39	0.48	98.18	1.32	99.0	16	0.094		165.36	0	0	0	0	0	0	0	0	0	1	1	1	"0"	0	"NM"						0	
"75252"	"75-25-2"	74	"<Not Assigned>"	75252	"Bromoform (Tribromomethane)"	"Bromoform (Tribromomethane)"	"Bromoform (Tribromomethane)"	1987	"IRIS 4/1997"							0.02	1000	1	"M"	"3/1/1991"	"IRIS"	0.0011	0.0079	"B2"	"1/1/1991"	"IRIS"	"1/1/1991"	"IRIS"	"1/1/1991"	"IRIS"	7.9	25	"Non-carcinogen"	"Carcinogen"	"Mixed"	1.15E-4	52	1.31E-8	2.4		3100	54.51	3.14	21.06	75.8	99.0	3.2	0.000535	0.08	252.73	0	1	0	1	1	1	0	0	1	1	1	0		0	"CNM"						1	25
"74839"	"74-83-9"	75	"<Not Assigned>"	74839	"Bromomethane (Methyl Bromide)"	"Bromomethane (Methyl Bromide)"	"Bromomethane (Methyl bromide)"	1987	"IRIS 4/1997, OPP 11/2003"	0.0050	100	1	"H"	"IRIS"	"10/1/1992"	0.02	100			"6/2001"	"OPP"			"E"					"6/20/2001"	"OPP"	360	25	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	1.09E-4	9.9	0.00147	1.19		15200	77.45	0.81	73.7	25.49	99.0	4.7	0.00624		94.94	0	1	0	1	0	1	0	0	1	1	1	1	"2,4"	0	"CNM"						1	360
"75638"	"75-63-8"	76	"<Not Assigned>"	75638	"Bromotrifluoromethane (Halon 1301)"	"Bromotrifluoromethane (Halon 1301)"	"Bromotrifluoromethane (Halon 1301)"	1991																													180		1.86		320	99.46	0.42	98.83	0.74	99.0	15	0.499		148.91	0	0	0	0	0	0	0	0	0	1	1	1	"0"	0	"NM"						0	
"1689845"	"1689-84-5"	77	"<Not Assigned>"	1689845	"Bromoxynil (3,5-Dibromo-4-hydroxybenzonitrile)"	"3,5-Dibromo-4-hydroxybenzonitrile"	"Bromoxynil"	1995	"OPP 2/1997, OPP 8/2000, OPP 11/2003"							0.015	100			"5/1997"	"OPP"		0.103	"C"			"3/12/1997"	"OPP"	"3/12/1997"	"OPP"	33	33	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	5.66E-4	300		2.8		130	86.74	6.69	0.0	93.31	99.0	79	0.000000000132		276.92	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	33
"1689992"	"1689-99-2"	78	"<Not Assigned>"	1689992	"Bromoxynil octanoate (Octanoic acid,2,6-dibromo-4-cyanopheny"	"Octanoic acid,2,6-dibromo-4-cyanophenyl ester"	"Bromoxynil octanoate"	1995	"IRIS 4/1997"							0.02	300	1	"M"	"9/7/1988"	"IRIS"										25	25	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.02	18000	0.00183	6.1		0.08	99.91	37.78	0.0	62.21	99.0	25000	0.0000319		403.12	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	25
"357573"	"357-57-3"	79	"<Not Assigned>"	357573	"Brucine"	"Brucine"	"Brucine"	1995																												0.866	52	2.1E-8	0.98		3200	45.53	2.44	0.0	97.56	99.0	3.3000000000000003	0.000000000000000209		394.47	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						0	
"106990"	"106-99-0"	80	"<Not Assigned>"	106990	"Butadiene, 1,3-"	"1,3-Butadiene"	"1,3-Butadiene"	1987	"IRIS 4/1997, IRIS 11/2003"	0.0020	1000	1	"M"	"IRIS"	"11/5/2002"							0.03		"B2"	"2/1/1991"	"IRIS"			"2/1/1991"	"IRIS"	900	900	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"	0.18	116		1.99		735	97.32	0.5	85.67	13.83	99.0	19	0.0736		54.09	0	1	1	0	0	1	1	0	1	1	1	1	"2"	0	"CNM"						1	900
"1929733"	"1929-73-3"	81	"<Not Assigned>"	1929733	"Butoxyethyl ester, 2,4-D"	"2,4-D butoxyethyl ester"	"2,4-D butoxyethyl ester"	1995	"OPP 11/2003"							0.01	100			"1/2002"	"OPP"			"D"					"1/29/1997"	"OPP"	50	50	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.067	1100	0.0033	4.1		12	99.15	12.17	0.0	87.84	99.0	770	0.000000159		321.2	0	0	0	0	0	1	1	1	0	1	1	0		0	"NM"						1	50
"75650"	"75-65-0"	82	"<Not Assigned>"	75650	"Butyl alcohol, tert-"	"tert-Butyl alcohol"	"tert-Butyl alcohol"	1987	"IRIS 4/1997"							0.1	1000	1	"L"	"9/1/1990"	"IRIS"			"D"					"3/1/1991"	"IRIS"	5	5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.00302	2		0.35		1000000	45.74	2.36	1.05	96.57	99.0	3.2	0.00000905		74.12	0	0	0	0	0	0	0	0	1	1	1	1	"0"	0	"CNM"						1	5
"141322"	"141-32-2"	83	"<Not Assigned>"	141322	"Butyl acrylate"	"Butyl acrylate"	"Butyl acrylate"	1987	"interim derived"	0.0010	300		"M"	"interim derived"		0.5	100		"L"		"interim derived"										1800	1	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.0372	67	7.46E-6	2.36		2000	93.02	0.85	2.62	96.52	99.0	37	0.000657		128.17	0	0	0	0	0	0	0	0	1	1	1	1	"2,4"	0	"CNM"						1	1800
"71363"	"71-36-3"	84	"<Not Assigned>"	71363	"Butyl alcohol, n-"	"n-Butyl alcohol"	"n-Butyl alcohol"	1987	"IRIS 4/1997"							0.1	1000	1	"L"	"9/1/1990"	"IRIS"			"D"					"3/1/1991"	"IRIS"	5	5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.023	10		0.88		63200	92.09	0.38	0.087	99.53	99.0	2.7	0.00000881		74.12	0	0	0	0	0	1	0	0	1	1	1	1	"2,4"	0	"CNM"						1	5
"78922"	"78-92-2"	85	"<Not Assigned>"	78922	"Butyl alcohol, sec-"	"sec-Butyl alcohol"	"sec-Butyl alcohol"	1987	"IRIS 4/1997"							0.1	1000	1	"L"	"9/1/1990"	"IRIS"			"D"					"3/1/1991"	"IRIS"	5	5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0259	5.6000000000000005		0.61		181000	92.08	0.37	0.098	99.54	99.0	3.2	0.00000906		74.12	0	0	0	0	0	0	0	0	1	1	1	1	"2,4"	0	"CNM"						1	5
"94804"	"94-80-4"	86	"<Not Assigned>"	94804	"Butyl ester, 2,4-D"	"2,4-D butyl ester"	"2,4-D butyl ester"	1995																												0.022	530	0.00128	4.38		46	99.61	15.35	0.0	84.65	99.0	1300	0.000000488		277.15	0	0	0	0	0	1	1	1	0	1	1	0		0	"NM"						0	
"106887"	"106-88-7"	87	"<Not Assigned>"	106887	"Butylene oxide, 1,2-"	"1,2-Butylene oxide"	"1,2-Butylene oxide"	1987	"IRIS 4/1997"	0.02	300	1	"M"	"IRIS"	"5/1/1992"																90	90	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"	0.00516	8	2.6E-5	0.86		95000	75.95	0.82	3.54	95.64	99.0	3.2	0.00018		72.11	0	1	0	0	0	1	1	0	1	1	1	1	"2,4"	0	"CNM"						1	90
"123728"	"123-72-8"	88	"<Not Assigned>"	123728	"Butyraldehyde"	"Butyraldehyde"	"Butyraldehyde"	1987																												0.0635	9.4	0.049	0.88		71000	92.2	0.38	0.97	98.66	99.0	3.2	0.000115		72.11	0	0	0	0	0	0	0	0	1	1	1	1	"2"	0	"CNM"						0	
"4680788"	"4680-78-8"	89	"<Not Assigned>"	4680788	"C.I. Acid Green 3"	"C.I. Acid Green 3"	"C.I. Acid Green 3"	1987																												1.11	3450000000		-3.2		217	45.49	2.42	0.0	97.58	99.0	3.2	0.0000000000000000000000000000483		690.82	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						0	
"6459945"	"6459-94-5"	90	"<Not Assigned>"	6459945	"C.I. Acid Red 114"	"C.I. Acid Red 114"	"C.I. Acid Red 114"	1995																												0.0492	450000		7.86		0.000002517	99.93	0.25	97.99	1.76	99.0	550000	0.000000000000000000000000000000508		830.83	0	0	0	0	0	0	1	1	0	1	1	0		0	"NM"						0	
"569642"	"569-64-2"	91	"<Not Assigned>"	569642	"C.I. Basic Green 4"	"C.I. Basic Green 4"	"C.I. Basic Green 4"	1987																												1.19	13		0.62		40000	45.49	2.42	0.0	97.58	99.0	1.6	0.0000000000000193		364.92	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						0	
"989388"	"989-38-8"	92	"<Not Assigned>"	989388	"C.I. Basic Red 1"	"C.I. Basic Red 1"	"C.I. Basic Red 1"	1987																												0.803	38100	1.36E-5	0.72		238	99.54	51.71	0.0	48.29	99.0	18000	0.00000000000000000256		479.02	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						0	
"1937377"	"1937-37-7"	93	"<Not Assigned>"	1937377	"C.I. Direct Black 38"	"C.I. Direct Black 38"	"C.I. Direct Black 38"	1987	"HEAST 7/1997"														8.6	"A"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	17000	17000	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.546	53		4.9		3000	97.89	43.38	0.0	56.62	99.0	3100	0.000000000000000000000000000000000000000823		779.77	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						1	17000
"28407376"	"28407-37-6"	94	"<Not Assigned>"	28407376	"C.I. Direct Blue 218"	"C.I. Direct Blue 218"	"C.I. Direct Blue 218"	1995																												0.168	10000000000		3.39		0.00000315					99.0	3.2			876.82	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"2602462"	"2602-46-2"	95	"<Not Assigned>"	2602462	"C.I. Direct Blue 6"	"C.I. Direct Blue 6"	"C.I. Direct Blue 6"	1987	"HEAST 7/1997"														8.1	"A"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	16000	16000	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.04	620		2.6		0.0001366	54.18	6.72	0.0	93.28	99.0	56	0.0000000000000000000000000000000000000000000911		932.76	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						1	16000
"16071866"	"16071-86-6"	96	"<Not Assigned>"	16071866	"C.I. Direct Brown 95"	"C.I. Direct Brown 95"	"C.I. Direct Brown 95"	1987	"HEAST 7/1997"														9.3	"A"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	19000	19000	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.13	1080000		-6.53		1000000	99.68	52.87	0.0	47.13	99.0	3.2	0.0000000000000000000000010000000000000001		760.11	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						1	19000
"2832408"	"2832-40-8"	97	"<Not Assigned>"	2832408	"C.I. Disperse Yellow 3"	"C.I. Disperse Yellow 3"	"C.I. Disperse Yellow 3"	1987																												0.058	3990		3.98		1.18	83.69	22.2	0.0	77.8	99.0	620	0.000000000015		269.31	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						0	
"81889"	"81-88-9"	98	"<Not Assigned>"	81889	"C.I. Food Red 15"	"C.I. Food Red 15"	"C.I. Food Red 15"	1987																												0.64	25		1.95		12000	46.43	2.91	0.0	97.07	99.0	18	0.0000000000000000000000024		480.03	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						0	
"3761533"	"3761-53-3"	99	"<Not Assigned>"	3761533	"C.I. Food Red 5"	"C.I. Food Red 5"	"C.I. Food Red 5"	1987																												0.0175	550		2.5		1580	48.85	4.16	0.0	95.84	99.0	47	0.0000000000000000000000397		482.43	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						0	
"3118976"	"3118-97-6"	100	"<Not Assigned>"	3118976	"C.I. Solvent Orange 7"	"C.I. Solvent Orange 7"	"C.I. Solvent Orange 7"	1987																												0.0622	21600		6.6		0.05445	99.66	52.69	0.0	47.31	99.0	61000	0.0000000000274		276.34	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						0	
"842079"	"842-07-9"	101	"<Not Assigned>"	842079	"C.I. Solvent Yellow 14"	"C.I. Solvent Yellow 14"	"C.I. Solvent Yellow 14"	1987																												0.0494	5400		5.51		0.6738	99.31	50.11	0.0	49.89	99.0	9100	0.0000000000262		248.29	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						0	
"97563"	"97-56-3"	102	"<Not Assigned>"	97563	"C.I. Solvent Yellow 3"	"C.I. Solvent Yellow 3"	"C.I. Solvent Yellow 3"	1987																												0.147	1500		4.29		7	91.29	29.73	0.0	70.28	99.0	1100	0.0000000318		225.3	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						0	
"128665"	"128-66-5"	103	"<Not Assigned>"	128665	"C.I. Vat Yellow 4"	"C.I. Vat Yellow 4"	"C.I. Vat Yellow 4"	1987																												0.0445	114000		6.28		0.002637	98.89	61.97	0.0	38.03	99.0	35000	0.00000000000831		332.36	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						0	
"76142"	"76-14-2"	104	"<Not Assigned>"	76142	"CFC 114"	"CFC 114"	"CFC 114 (1,2-dichloro,1,1,2,2-tetrafluoroethane)"	1991																													300		2.82		130	99.91	1.75	97.51	0.74	99.0	82	2.8000000000000003		170.92	0	0	0	0	0	0	0	0	0	1	1	1	"0"	0	"NM"						0	
"76153"	"76-15-3"	105	"<Not Assigned>"	76153	"CFC 115"	"CFC 115"	"CFC 115 (chloropentafluoroethane)"	1991																													470		2.47		58	99.9	0.93	98.41	0.66	99.0	44	5.58		154.47	0	0	0	0	0	0	0	0	0	1	1	1	"0"	0	"NM"						0	
"75694"	"75-69-4"	106	"<Not Assigned>"	75694	"CFC-11"	"CFC-11"	"CFC-11 (trichlorofluoromethane)"	1991	"IRIS 4/1997, CalEPA 5/2001"	0.7				"CalEPA"	"1/1991"	0.3	1000	1	"M"	"8/1/1992"	"IRIS"										2.6	1.7	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	3.0E-6	93		2.53		1100	97.48	1.11	97.47	1.43	99.0	49	0.097		137.37	0	0	0	0	0	1	0	0	0	1	1	1	"0"	0	"NM"						1	2.6
"75718"	"75-71-8"	107	"<Not Assigned>"	75718	"CFC-12"	"CFC-12"	"CFC-12 (dichlorodifluoromethane)"	1991	"IRIS 4/1997"							0.2	100	1	"M"	"11/1/1995"	"IRIS"										2.5	2.5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	1.8E-4	200		2.16		280	99.27	0.59	98.58	0.82	99.0	26	0.343		120.91	0	0	0	0	0	1	0	0	0	1	1	1	"0"	0	"NM"						1	2.5
"7440439"	"7440-43-9"	108	"<Not Assigned>"	7440439	"Cadmium"	"Cadmium"	"Cadmium"	1987	"IRIS 4/1997, CalEPA 5/2001"	2.0E-5				"CalEPA"	"1/2001"	5.0E-4	10	1	"H"	"2/1/1994"	"IRIS"	1.8		"B1"	"6/1/1992"	"IRIS"			"6/1/1992"	"IRIS"	90000	1000	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"		14		-0.07	32	122800	68.15	100.0	0.0	0.0	88.5	64	0.0308	0.0050	112.4	1	1	0	1	1	1	1	0	1	1	1	0		0	"CM"						1	90000
"N078"	"N078"	109	"<Not Assigned>"	78	"Cadmium compounds"	"Cadmium compounds"	"Cadmium compounds"	1987	"IRIS 4/1997, CalEPA 5/2001"	2.0E-5				"CalEPA"	"1/2001"	5.0E-4	10	1	"H"	"2/1/1994"	"IRIS"	1.8		"B1"	"6/1/1992"	"IRIS"			"6/1/1992"	"IRIS"	90000	1000	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"		14		-0.07	32	122800	68.15	100.0	0.0	0.0	88.5	64	0.0308	0.0050	112.4	1	1	0	0	0	1	1	0	1	1	1	0		0	"CM"						1	90000
"156627"	"156-62-7"	110	"<Not Assigned>"	156627	"Calcium cyanamide"	"Calcium cyanamide"	"Calcium cyanamide"	1987	"final derived"							0.0010	10000		"L"		"final derived"										500	500	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"		5.4		-0.2		193400	1.9	92.63	3.16	4.74		3.2			82.12	0	1	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	500
"133062"	"133-06-2"	111	"<Not Assigned>"	133062	"Captan"	"Captan"	"Captan"	1987	"OPP 2/1997, OPP 11/2003"							0.13	100			"9/23/1993"	"OPP"		0.00121	"B2"			"9/4/1998"	"OPP"	"9/4/1998"	"OPP"	3.8000000000000003	3.8000000000000003	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.239	200	0.23	2.8		5.1000000000000005	76.84	1.52	0.17	98.31	99.0	10	0.000000007		300.59	0	1	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	3.8000000000000003
"63252"	"63-25-2"	112	"<Not Assigned>"	63252	"Carbaryl"	"Carbaryl"	"Carbaryl"	1987	"OPP 11/2003"							0.01	300			"5/2002"	"OPP"		8.75E-4	"B"			"12/8/2001"	"OPP"	"12/8/2001"	"OPP"	50	50	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0702	210	0.0021	2.36		110	93.29	0.85	5.79	93.36	99.0	300	0.00000000327		201.23	0	1	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	50
"1563662"	"1563-66-2"	113	"<Not Assigned>"	1563662	"Carbofuran"	"Carbofuran"	"Carbofuran"	1995	"OPP 11/2003"							8.3E-4	300			"3/2000"	"OPP"			"E"					"6/17/1997"	"OPP"	600	600	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0715	62	7.26E-4	2.32		320	92.71	0.82	0.0	99.17	99.0	34	0.00000000309	0.04	221.26	0	0	0	0	1	1	0	1	0	1	1	1	"0"	0	"NM"						1	600
"75150"	"75-15-0"	114	"<Not Assigned>"	75150	"Carbon disulfide"	"Carbon disulfide"	"Carbon disulfide"	1987	"IRIS 4/1997"	0.7	30	1	"M"	"IRIS"	"8/1/1995"	0.1	100	1	"M"	"9/1/1990"	"IRIS"										2.6	5	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"		89		1.94		1180	87.17	0.91	84.73	14.37	99.0	18	0.0144		76.14	0	1	1	0	0	1	0	0	1	1	1	1	"3"	0	"CNM"						1	5
